date,stationid,node_id,reach_id,COMID,wse,wse_u,width,width_u
2023-10-14,liujiatun,42249800030261,42249800031,42025877,223.10767,0.11109,270.762462,10.244841
2023-10-14,liujiatun,42249800030281,42249800031,42025877,223.50517,0.2331,312.57014,10.107587
2023-10-14,shihuiyao,42249900150171,42249900151,42020496,271.2634,0.09747,171.775336,10.195662
2023-10-14,shihuiyao,42249900150181,42249900151,42020496,271.35546,0.0942,158.548342,8.240486
2023-10-14,shihuiyao,42249900150191,42249900151,42020496,271.47495,0.09409,147.855931,8.91175
2023-10-16,jiamusi,42241500050101,42241500051,42037498,74.59114,0.09121,1011.454275,10.718968
2023-10-16,jiamusi,42241500050111,42241500051,42037498,74.66045,0.09127,1127.479042,11.617664
2023-10-16,lianhua,42243200030021,42243200031,42045708,109.76039,0.0999,167.255074,5.969421
2023-10-16,lianhua,42243200030031,42243200031,42045708,109.98306,0.1004,148.454512,5.031101
2023-10-16,tieling,42481500090751,42481500091,42059330,52.61571,0.11198,96.992802,3.916803
2023-10-16,tonghe,42243100090651,42243100091,42045560,101.41821,0.09333,1113.317696,9.903753
2023-10-16,tonghe,42243100090661,42243100091,42045560,101.4411,0.09308,1084.477893,9.464128
2023-10-17,kuerbin,42257000080041,42257000081,42026066,108.13866,0.14277,85.120487,3.83146
2023-10-17,kuerbin,42257000080061,42257000081,42026066,108.96161,0.1471,38.136978,2.089892
2023-10-17,shuanghetun,42258000020291,42258000021,42025887,108.22693,0.10062,82.630835,4.320871
2023-10-17,shuanghetun,42258000020301,42258000021,42025887,108.25641,0.10194,128.08237,4.57968
2023-10-17,tonghua,42440400440891,42440400441,42060702,375.05173,0.24898,538.355448,8.099212
2023-10-17,tonghua,42440400440901,42440400441,42060702,372.56954,0.13296,248.024245,4.553645
2023-10-18,fuyu,42246100030141,42246100031,42047860,128.53588,0.10482,303.09623,3.989786
2023-10-18,humaqiao,42272100010481,42272100011,42012937,170.17436,0.09217,269.978664,7.712614
2023-10-18,humaqiao,42272100010491,42272100011,42012937,170.32166,0.09362,268.139746,6.790019
2023-10-18,liujiatun,42249800030261,42249800031,42025877,222.99771,0.12827,158.440128,3.758459
2023-10-18,luanxian,43120100180183,43120100183,43004870,6.44008,0.11952,498.97962,9.76758
2023-10-18,luanxian,43120100180193,43120100183,43004870,7.48169,0.10915,633.287555,11.413164
2023-10-18,luanxian,43120100180203,43120100183,43004870,7.82709,0.12053,447.006135,9.410892
2023-10-18,tieling,42481500090741,42481500091,42059330,52.72736,0.11272,84.680782,3.364774
2023-10-18,tieling,42481500090751,42481500091,42059330,52.61571,0.09833,110.014537,4.383445
2023-10-23,jiamusi,42241500050101,42241500051,42037498,74.24301,0.09091,1028.962406,16.217459
2023-10-23,jiamusi,42241500050111,42241500051,42037498,74.28553,0.09126,1117.875708,17.432479
2023-10-24,lianhua,42243200030021,42243200031,42045708,109.62903,0.10173,151.349219,5.230125
2023-10-24,lianhua,42243200030031,42243200031,42045708,109.97771,0.1191,103.60875,3.70447
2023-10-24,tonghe,42243100090651,42243100091,42045560,100.76991,0.09678,1064.486575,6.432017
2023-10-24,tonghe,42243100090661,42243100091,42045560,100.73095,0.09691,1084.43207,6.749267
2023-10-26,jiamusi,42241500050101,42241500051,42037498,74.11295,0.09247,995.723223,9.164871
2023-10-26,jiamusi,42241500050111,42241500051,42037498,74.21047,0.09273,1079.34537,10.716988
2023-10-26,tieling,42481500090751,42481500091,42059330,52.49939,0.09912,104.387229,4.820873
2023-10-27,kuerbin,42257000080041,42257000081,42026066,108.59763,0.1364,77.0597,3.260753
2023-10-27,lianhua,42243200030021,42243200031,42045708,109.64116,0.09411,172.603044,6.27268
2023-10-27,lianhua,42243200030031,42243200031,42045708,109.88573,0.09767,148.509739,5.637861
2023-10-27,shuanghetun,42258000020301,42258000021,42025887,108.12561,0.11117,101.084006,3.773114
2023-10-27,tonghe,42243100090651,42243100091,42045560,100.94998,0.09164,1108.469132,10.404942
2023-10-27,tonghe,42243100090661,42243100091,42045560,100.96666,0.09132,1077.433329,10.244274
2023-10-28,tieling,42481500090751,42481500091,42059330,52.56765,0.10013,110.725481,4.342036
2023-10-29,liujiatun,42249800030261,42249800031,42025877,222.71527,0.09412,157.613236,5.827289
2023-10-29,shihuiyao,42249900150171,42249900151,42020496,270.9681,0.09384,166.005165,9.851602
2023-10-29,shihuiyao,42249900150181,42249900151,42020496,271.14075,0.09533,119.402968,7.315862
2023-10-29,shihuiyao,42249900150191,42249900151,42020496,271.23253,0.09262,131.208869,8.568913
2023-10-31,huaibin,43428700010821,43428700011,43044183,22.19934,0.10802,179.484969,5.031486
2023-11-01,baimasi,43210800530011,43210800531,43030084,113.16018,0.09553,197.977158,11.250584
2023-11-01,baimasi,43210800530021,43210800531,43030084,113.23421,0.0927,158.488269,8.839456
2023-11-01,heishiguan,43210800030551,43210800031,43027816,109.56073,0.12779,83.799426,3.577476
2023-11-01,heishiguan,43210800030561,43210800031,43027816,109.45841,0.1006,127.681909,4.528886
2023-11-01,heishiguan,43210800030571,43210800031,43027816,109.43086,0.10839,92.213954,3.766602
2023-11-01,longmenzhen,43210800200011,43210800201,43027970,148.53338,0.11864,245.863652,6.37721
2023-11-01,longmenzhen,43210800200021,43210800201,43027970,148.39049,0.1275,135.529051,4.109833
2023-11-03,changjiangtun,42242100060571,42242100061,42043227,113.18934,0.09315,264.800775,8.650662
2023-11-03,changjiangtun,42242100060581,42242100061,42043227,113.16229,0.09342,187.447117,7.298154
2023-11-03,changjiangtun,42242100060591,42242100061,42043227,113.18926,0.09376,222.984249,8.094338
2023-11-03,lianhua,42243200030021,42243200031,42045708,109.83464,0.09609,150.795578,5.85548
2023-11-03,lianhua,42243200030031,42243200031,42045708,109.79396,0.09598,109.723578,4.719319
2023-11-03,tonghe,42243100090661,42243100091,42045560,100.67687,0.09187,1102.488477,7.58897
2023-11-04,liujiatun,42249800030261,42249800031,42025877,222.94531,0.10346,191.784801,9.861119
2023-11-04,liujiatun,42249800030271,42249800031,42025877,223.5959,0.40162,193.761797,6.889349
2023-11-04,shihuiyao,42249900150171,42249900151,42020496,271.1445,0.10317,182.831107,10.018998
2023-11-04,shihuiyao,42249900150181,42249900151,42020496,271.18371,0.09979,147.285978,8.717162
2023-11-04,shihuiyao,42249900150191,42249900151,42020496,271.07891,0.10457,146.21371,8.317863
2023-11-06,jiamusi,42241500050101,42241500051,42037498,73.75941,0.09216,981.367316,9.358511
2023-11-06,jiamusi,42241500050111,42241500051,42037498,73.84279,0.09265,1076.265266,9.124426
2023-11-06,tieling,42481500090741,42481500091,42059330,52.41504,0.1158,87.08539,3.753924
2023-11-06,tieling,42481500090751,42481500091,42059330,52.42115,0.11965,93.90215,4.185437
2023-11-06,tonghe,42243100090651,42243100091,42045560,100.43678,0.10003,1048.65422,8.818985
2023-11-06,tonghe,42243100090661,42243100091,42045560,100.41228,0.09899,1081.664652,7.74124
2023-11-07,kuerbin,42257000080041,42257000081,42026066,107.94188,0.15713,103.209728,4.350633
2023-11-07,kuerbin,42257000080051,42257000081,42026066,108.30481,0.2482,105.352587,5.096527
2023-11-07,kuerbin,42257000080061,42257000081,42026066,109.05995,0.21376,73.331585,4.015025
2023-11-07,shuanghetun,42258000020291,42258000021,42025887,107.72973,0.10244,134.659995,5.155224
2023-11-07,shuanghetun,42258000020301,42258000021,42025887,107.68059,0.10819,163.22712,5.986871
2023-11-07,shuanghetun,42258000020311,42258000021,42025887,107.85238,0.11724,134.548765,5.123697
2023-11-07,tonghua,42440400440881,42440400441,42060702,372.85653,0.1123,236.133213,5.617172
2023-11-07,tonghua,42440400440891,42440400441,42060702,372.88211,0.1043,285.270288,6.58693
2023-11-07,tonghua,42440400440901,42440400441,42060702,373.05227,0.10593,200.267928,5.601411
2023-11-08,fuyu,42246100030131,42246100031,42047860,128.45642,0.09305,345.750955,6.581622
2023-11-08,fuyu,42246100030141,42246100031,42047860,128.45179,0.0943,351.299275,6.558852
2023-11-08,fuyu,42246100030151,42246100031,42047860,128.53076,0.09492,350.969095,5.457609
2023-11-08,humaqiao,42272100010481,42272100011,42012937,169.43923,0.0924,259.7225,7.264238
2023-11-08,humaqiao,42272100010491,42272100011,42012937,169.71592,0.0931,262.873906,8.445662
2023-11-08,humaqiao,42272100010501,42272100011,42012937,169.65601,0.09364,252.630187,9.476651
2023-11-08,liujiatun,42249800030261,42249800031,42025877,223.7206,0.15882,171.433824,5.043835
2023-11-08,liujiatun,42249800030271,42249800031,42025877,223.4323,0.13721,152.39084,4.339055
2023-11-08,liujiatun,42249800030281,42249800031,42025877,223.72523,0.13568,157.706988,4.956171
2023-11-08,luanxian,43120100180183,43120100183,43004870,28.81609,0.12139,180.504746,4.902438
2023-11-08,luanxian,43120100180193,43120100183,43004870,28.37254,0.76298,247.374441,5.682294
2023-11-08,tieling,42481500090741,42481500091,42059330,52.78521,0.14805,76.397796,2.509242
2023-11-08,tieling,42481500090751,42481500091,42059330,52.85396,0.10725,115.196253,4.209465
2023-11-11,heishiguan,43210800030561,43210800031,43027816,109.22966,0.12156,155.661752,4.322824
2023-11-11,heishiguan,43210800030571,43210800031,43027816,109.18261,0.12272,121.128031,3.830558
2023-11-13,jiamusi,42241500050101,42241500051,42037498,75.02901,0.09161,1024.663469,16.207382
2023-11-13,jiamusi,42241500050111,42241500051,42037498,75.06909,0.09203,1182.136643,20.302501
2023-11-16,tieling,42481500090741,42481500091,42059330,52.81871,0.12963,48.332317,2.759516
2023-11-16,tieling,42481500090751,42481500091,42059330,52.63878,0.09986,105.328198,4.912446
2023-11-18,fuyu,42246100030131,42246100031,42047860,128.22494,0.09651,324.821827,6.146254
2023-11-18,fuyu,42246100030141,42246100031,42047860,128.19221,0.09844,351.742945,5.899306
2023-11-18,fuyu,42246100030151,42246100031,42047860,128.21985,0.09783,354.822295,6.217
2023-11-18,tieling,42481500090731,42481500091,42059330,52.70921,0.10625,111.799968,4.858396
2023-11-18,tieling,42481500090741,42481500091,42059330,52.79341,0.10402,108.7415,4.567925
2023-11-18,tieling,42481500090751,42481500091,42059330,52.88381,0.10301,121.178735,4.715071
2023-11-19,liujiatun,42249800030261,42249800031,42025877,222.76302,0.10652,186.656836,7.039963
2023-11-19,liujiatun,42249800030271,42249800031,42025877,222.87554,0.09956,180.656111,6.986337
2023-11-19,liujiatun,42249800030281,42249800031,42025877,222.89353,0.11386,178.199964,6.860465
2023-11-19,shihuiyao,42249900150181,42249900151,42020496,271.3707,0.15349,204.228723,8.164182
2023-11-19,shihuiyao,42249900150191,42249900151,42020496,271.33725,0.11236,194.952799,9.143793
2023-11-22,baimasi,43210800530011,43210800531,43030084,113.10663,0.0966,349.198663,12.060036
2023-11-22,baimasi,43210800530021,43210800531,43030084,113.0907,0.09536,289.142857,9.047383
2023-11-22,heishiguan,43210800030551,43210800031,43027816,109.30667,0.11542,144.090219,4.811611
2023-11-22,heishiguan,43210800030561,43210800031,43027816,109.22385,0.11018,169.275508,4.981187
2023-11-22,heishiguan,43210800030571,43210800031,43027816,109.38051,0.11242,147.828332,4.394099
2023-11-22,longmenzhen,43210800200011,43210800201,43027970,148.98252,0.1143,251.405324,6.27299
2023-11-22,longmenzhen,43210800200021,43210800201,43027970,148.75923,0.14004,148.283458,3.970264
2023-11-24,changjiangtun,42242100060571,42242100061,42043227,113.53402,0.1092,287.995731,8.787937
2023-11-24,changjiangtun,42242100060581,42242100061,42043227,114.02763,0.10323,217.510578,7.993655
2023-11-24,changjiangtun,42242100060591,42242100061,42043227,113.76348,0.10107,241.266348,8.80367
2023-11-24,tonghe,42243100090661,42243100091,42045560,100.38358,0.09343,1080.243426,13.949406
2023-11-27,tieling,42481500090751,42481500091,42059330,52.73574,0.15024,67.153637,2.282998
2023-11-28,tonghua,42440400440891,42440400441,42060702,372.62561,0.11228,330.01953,7.085361
2023-11-28,tonghua,42440400440901,42440400441,42060702,372.61352,0.11983,192.947856,5.0577
2023-11-29,fuyu,42246100030141,42246100031,42047860,128.60552,0.09626,375.343845,5.604196
2023-11-29,luanxian,43120100180183,43120100183,43004870,20.26311,0.14421,282.947383,8.265684
2023-11-29,luanxian,43120100180193,43120100183,43004870,20.46078,0.13143,300.445168,9.377689
2023-11-29,luanxian,43120100180203,43120100183,43004870,20.52854,0.14071,216.025045,7.694428
2023-11-29,tieling,42481500090741,42481500091,42059330,52.72131,0.1288,99.00295,4.137638
2023-11-29,tieling,42481500090751,42481500091,42059330,52.79774,0.1294,79.356488,3.690499
2023-12-01,jiangjiaji,43428400030521,43428400031,43044098,25.41704,0.10348,195.226832,7.437925
2023-12-01,jiangjiaji,43428400030531,43428400031,43044098,25.42285,0.11084,135.752294,5.963014
2023-12-01,jiangjiaji,43428400030541,43428400031,43044098,25.48135,0.13215,93.159911,4.511133
2023-12-02,heishiguan,43210800030551,43210800031,43027816,108.52993,0.14841,147.509466,3.855858
2023-12-02,heishiguan,43210800030561,43210800031,43027816,108.43881,0.11236,152.635588,4.299412
2023-12-02,heishiguan,43210800030571,43210800031,43027816,108.56361,0.109,117.484472,3.81449
2023-12-02,longmenzhen,43210800200011,43210800201,43027970,148.60127,0.10758,236.837287,6.316632
2023-12-02,longmenzhen,43210800200021,43210800201,43027970,148.5378,0.10055,147.439778,4.439374
2023-12-07,tieling,42481500090741,42481500091,42059330,52.69596,0.112,75.076768,3.687144
2023-12-07,tieling,42481500090751,42481500091,42059330,52.72992,0.10045,109.932813,4.98728
2023-12-09,tieling,42481500090741,42481500091,42059330,52.89125,0.11129,84.359907,3.767156
2023-12-09,tieling,42481500090751,42481500091,42059330,53.29486,0.10585,108.595092,4.313513
2023-12-13,baimasi,43210800530011,43210800531,43030084,112.98177,0.09432,384.930873,12.09461
2023-12-13,baimasi,43210800530021,43210800531,43030084,113.05328,0.0939,283.568461,9.744571
2023-12-13,heishiguan,43210800030571,43210800031,43027816,105.85942,0.13678,124.262676,3.973639
2023-12-13,longmenzhen,43210800200011,43210800201,43027970,148.73266,0.1147,265.980819,6.669478
2023-12-13,longmenzhen,43210800200021,43210800201,43027970,148.57263,0.13497,151.952525,4.384174
2023-12-19,tieling,42481500090731,42481500091,42059330,52.39131,0.14836,80.784739,4.106998
2023-12-19,tieling,42481500090741,42481500091,42059330,52.60147,0.12976,92.210904,4.289602
2023-12-19,tieling,42481500090751,42481500091,42059330,52.36465,0.1416,99.73691,4.056843
2023-12-21,jiangjiaji,43428400030531,43428400031,43044098,25.62559,0.11682,241.156062,8.488492
2023-12-21,jiangjiaji,43428400030541,43428400031,43044098,25.67435,0.10422,170.970745,7.622808
2023-12-22,heishiguan,43210800030551,43210800031,43027816,107.4514,0.17078,108.076866,3.45003
2023-12-22,heishiguan,43210800030561,43210800031,43027816,107.5291,0.12343,90.951224,3.812758
2023-12-22,jiangjiaji,43428400030521,43428400031,43044098,25.57708,0.09524,170.636238,7.421586
2023-12-22,jiangjiaji,43428400030531,43428400031,43044098,25.54193,0.10067,163.55548,8.105147
2023-12-22,jiangjiaji,43428400030541,43428400031,43044098,25.73953,0.10668,125.49979,6.398462
2023-12-29,tangmazhai,42460001470281,42460001471,42061735,3.18029,0.1207,68.830222,4.287117
2023-12-29,tangmazhai,42460001470291,42460001471,42061735,3.32839,0.10583,82.465303,4.108678
2023-12-29,xingjiawopeng,42460000140161,42460000141,42061756,3.54645,0.11641,77.162199,5.296172
2023-12-29,xingjiawopeng,42460000140171,42460000141,42061756,3.57121,0.11804,59.08566,4.035419
2024-01-02,huaibin,43428700030011,43428700031,43044183,26.71087,0.11777,161.74977,4.955234
2024-01-03,longmenzhen,43210800200011,43210800201,43027970,156.69951,0.14028,14.322794,2.170639
2024-01-10,luanxian,43120100180193,43120100183,43004870,19.84802,0.3713,204.861045,7.43732
2024-01-12,huaibin,43428700010821,43428700011,43044183,20.64499,0.10348,156.444713,4.767068
2024-01-13,longmenzhen,43210800200011,43210800201,43027970,148.80135,0.10905,231.313778,6.065032
2024-01-13,longmenzhen,43210800200021,43210800201,43027970,148.61438,0.10697,131.910059,4.18483
2024-01-23,baimasi,43210800530011,43210800531,43030084,113.10514,0.0942,357.407386,11.733932
2024-01-23,baimasi,43210800530021,43210800531,43030084,113.17428,0.09396,262.283569,9.837456
2024-01-23,huaibin,43428700010821,43428700011,43044183,21.31352,0.10561,160.125171,4.381244
2024-01-24,longmenzhen,43210800200011,43210800201,43027970,149.04313,0.11295,248.827817,6.682908
2024-01-24,longmenzhen,43210800200021,43210800201,43027970,148.84571,0.1251,149.95384,4.046875
2024-02-02,heishiguan,43210800030551,43210800031,43027816,107.08204,0.20613,127.143234,3.704615
2024-02-02,heishiguan,43210800030561,43210800031,43027816,106.97984,0.13928,131.983894,4.082584
2024-02-02,heishiguan,43210800030571,43210800031,43027816,107.09428,0.14813,104.743786,3.607054
2024-02-02,huaibin,43428700010821,43428700011,43044183,20.85419,0.10497,167.801128,4.899109
2024-02-02,jiangjiaji,43428400030521,43428400031,43044098,25.40683,0.09364,246.315727,8.086823
2024-02-02,jiangjiaji,43428400030531,43428400031,43044098,25.44458,0.09566,253.99472,10.083774
2024-02-02,jiangjiaji,43428400030541,43428400031,43044098,25.56749,0.09664,160.927985,7.859577
2024-02-03,longmenzhen,43210800200011,43210800201,43027970,148.65189,0.56326,14.850784,1.722203
2024-02-13,baimasi,43210800530011,43210800531,43030084,112.33675,0.34354,26.750815,3.372757
2024-02-13,baimasi,43210800530021,43210800531,43030084,112.80658,0.09126,88.925729,7.558478
2024-02-14,longmenzhen,43210800200021,43210800201,43027970,149.11738,0.29677,15.122541,1.597158
2024-03-28,changjiangtun,42242100060571,42242100061,42043227,113.56919,0.10553,246.347879,7.907573
2024-03-28,changjiangtun,42242100060581,42242100061,42043227,113.4466,0.10136,160.406881,5.93249
2024-03-28,changjiangtun,42242100060591,42242100061,42043227,113.58768,0.09835,194.977902,6.364988
2024-03-28,lianhua,42243200030021,42243200031,42045708,111.8112,0.14551,76.391658,3.275733
2024-03-29,liujiatun,42249800030261,42249800031,42025877,223.71001,0.32912,245.389172,9.663109
2024-03-29,liujiatun,42249800030271,42249800031,42025877,223.53418,0.84143,167.565028,7.635859
2024-03-31,lianhua,42243200030021,42243200031,42045708,110.86836,0.09305,540.513634,11.30021
2024-03-31,lianhua,42243200030031,42243200031,42045708,110.86417,0.09536,299.543081,7.176475
