reach_id,time,p_lat,p_lon,wse,wse_u,width,width_u,reach_q,reach_q_b,dark_frac,ice_clim_f,obs_frac_n,ice_dyn_f,slope2,slope2_r_u,xovr_cal_q,p_width,p_n_ch_max,p_n_ch_mod,p_length,slope,slope_r_u,date
22769200051,796576893.165,48.10360313,22.8355616,113.7559,0.12924,126.233401,0.535252,1,12,0.0789828514,0,0.73033707865,-999,0.00069506631,1.90829e-06,1,136.0,4,1,17714.069652,0.00060832217,2.406986e-05,2025-03-29 15:21:33.164999962
74294700251,796607879.831,41.99224514,-104.0662418,1227.658,0.09791,59.274609,0.627019,1,12,0.09372063923,0,0.96153846154,-999,0.00100192179,2.45635e-06,1,90.0,3,1,10477.830414,0.00100242269,2.529092e-05,2025-03-29 23:57:59.830999970
23270600211,792939322.118,52.96594212,9.1313607,7.0455,0.11034,124.842124,2.46941,0,0,0.026655988,0,1.0,-999,5.852551e-05,1.266248e-05,0,85.316589,1,1,2772.132998,0.00010042505,9.498201e-05,2025-02-15 12:55:22.118000031
74294400161,792963806.961,41.22998362,-98.4242805,537.1405,0.10015,130.047562,0.505057,1,12,0.27740550718,1,0.98275862069,-999,0.00101944682,5.82141e-06,1,77.0,2,1,11637.541209,0.00100414126,3.045725e-05,2025-02-15 19:43:26.960999966
74294400171,792963806.748,41.15398769,-98.4869646,549.7868,0.0971,159.820975,0.655669,1,12,0.07298467527,1,1.0,-999,0.00113657075,1.85797e-06,1,147.0,3,1,11634.204539,0.00112978455,2.445022e-05,2025-02-15 19:43:26.748000026
74294400231,792963807.034,41.27210987,-98.486174,540.832,0.09773,117.38373,0.534579,1,12,0.11916089748,1,0.91954022989,-999,0.00110880995,4.26846e-06,1,136.5,3,1,17331.825985,0.00110355045,2.169473e-05,2025-02-15 19:43:27.034000039
74294400311,792963816.42,41.76300117,-99.3230143,679.2372,0.09431,94.380229,0.734279,1,12,0.01187752084,1,1.0,-999,0.00135034671,1.11316e-06,1,92.0,2,1,12149.033373,0.00134361679,1.970961e-05,2025-02-15 19:43:36.419999957
74294400321,792963816.448,41.7971971,-99.4476953,695.128,0.09633,86.18405,0.575141,1,12,0.01500594777,1,1.0,-999,0.0012890957,1.52494e-06,1,84.0,1,1,12113.543049,0.00129896212,2.195667e-05,2025-02-15 19:43:36.447999954
74295600061,792963836.405,42.7452324,-98.2421023,402.998,0.09288,387.830473,1.390404,1,12,0.01432027283,1,1.0,-999,0.00131543499,7.0743e-07,1,315.0,4,1,11716.100234,0.00132536929,1.745781e-05,2025-02-15 19:43:56.404999971
74227700041,792916180.435,34.10496577,-98.5312328,291.6119,0.09901,125.106553,0.893629,1,12,0.0,0,0.8679245283,-999,0.0007023858,2.82745e-06,1,136.0,3,1,10596.998075,0.00072694538,2.455762e-05,2025-02-15 06:29:40.434999943
74248300191,792916140.097,36.53365474,-98.8997813,421.7136,0.09477,77.278745,0.393884,1,12,0.0,0,1.0,-999,0.00099233794,1.32345e-06,1,150.0,2,1,19050.435693,0.00100187126,1.55465e-05,2025-02-15 06:29:00.097000003
74248300181,793774268.49,36.47033018,-98.8151862,408.0257,0.09799,66.850844,0.51699,1,12,0.00149605155,0,1.0,-999,0.00086443126,1.78507e-06,1,155.0,2,1,10582.82523,0.00088097037,2.510955e-05,2025-02-25 04:51:08.490000010
74248300191,793774268.3,36.53365474,-98.8997813,421.6652,0.09601,60.660413,0.340789,1,12,0.00086266475,0,1.0,-999,0.0009918963,1.49296e-06,1,150.0,2,1,19050.435693,0.00097667974,1.628539e-05,2025-02-25 04:51:08.299999952
74294400311,793774178.341,41.76300117,-99.3230143,679.331,0.09436,103.453152,0.644311,1,12,0.00845875456,1,1.0,-999,0.00134468549,9.7006e-07,1,92.0,2,1,12149.033373,0.00134530284,1.863554e-05,2025-02-25 04:49:38.340999961
74294400321,793774178.206,41.7971971,-99.4476953,695.0523,0.09349,113.596008,0.784483,1,12,0.0113843076,1,0.98360655738,-999,0.00128765298,8.5149e-07,1,84.0,1,1,12113.543049,0.00129557619,1.754242e-05,2025-02-25 04:49:38.205999970
74248300191,793821863.498,36.53365474,-98.8997813,421.8451,0.09196,89.57581,0.634447,1,12,0.0,0,1.0,-999,0.00099308719,4.5764e-07,1,150.0,2,1,19050.435693,0.00099551799,1.113567e-05,2025-02-25 18:04:23.498000026
74294400161,793821943.613,41.22998362,-98.4242805,537.6421,0.09441,188.064119,0.750964,1,12,0.00864172532,1,1.0,-999,0.00102641936,9.5618e-07,1,77.0,2,1,11637.541209,0.00103839474,2.004511e-05,2025-02-25 18:05:43.613000035
74294400171,793821943.402,41.15398769,-98.4869646,550.0628,0.0947,188.452548,0.73208,1,12,0.01566241385,1,1.0,-999,0.001135623,1.26064e-06,1,147.0,3,1,11634.204539,0.00113430609,2.159028e-05,2025-02-25 18:05:43.401999950
74294400231,793821943.688,41.27210987,-98.486174,541.0913,0.09495,127.148908,0.534448,1,12,0.01047435262,1,1.0,-999,0.00110976664,1.35376e-06,1,136.5,3,1,17331.825985,0.0011119976,1.609393e-05,2025-02-25 18:05:43.687999964
74294500011,793821944.429,41.38356331,-97.4027189,441.2998,0.09188,322.376321,1.017322,1,12,0.00153775353,1,1.0,-999,0.00117308828,4.6982e-07,1,254.0,4,1,17545.634153,0.00117693306,1.27865e-05,2025-02-25 18:05:44.429000020
14449100061,793796719.124,10.95315648,-0.3790413,165.8678,0.09182,116.385107,0.634625,1,8,0.00520628004,0,1.0,-999,0.00032530447,4.1806e-07,0,105.0,2,1,19715.366073,0.00032192091,1.060517e-05,2025-02-25 11:05:19.123999953
64249400081,793808567.512,-17.25864136,-56.2860532,108.6744,0.10367,155.389203,0.724162,1,8,0.15983041071,0,0.75,-999,0.00011272182,1.85667e-06,0,171.0,3,1,11173.604411,0.00010306332,1.990596e-05,2025-02-25 14:22:47.511999965
64249500231,793808586.59,-16.47230259,-56.2669621,120.9926,0.09483,109.638372,1.010821,1,8,0.02566571226,0,1.0,-999,0.00010641059,1.42888e-06,0,88.0,1,1,8835.650312,0.00010752127,2.792981e-05,2025-02-25 14:23:06.590000033
74222900301,795404159.969,33.83539908,-93.2473289,53.1122,0.10906,30.071375,0.289513,1,4,0.0,0,0.66666666667,-999,0.00042256695,3.36324e-06,1,54.0,1,1,18573.706641,0.00041317147,1.683598e-05,2025-03-16 01:35:59.968999982
23229000101,795465667.052,46.55883815,3.7442614,208.0765,0.11489,78.104657,0.47394,0,0,0.17203475402,0,0.79245283019,-999,0.00063634934,5.02211e-06,0,89.0,2,1,10511.381553,0.00062298599,4.362033e-05,2025-03-16 18:41:07.052000046
74225000191,795451655.598,33.87947091,-95.4731694,115.2812,0.09367,203.99377,0.669669,1,12,0.05998977837,0,0.90217391304,-999,0.00018438677,5.8232e-07,1,159.0,2,1,18419.032079,0.00018197952,1.256491e-05,2025-03-16 14:47:35.598000050
78331000021,795410053.348,49.81262108,-123.211669,16.017,0.19783,109.797263,0.47526,1,12,0.36946698312,1,0.59615384615,-999,0.00061883776,8.17711e-06,1,92.0,2,1,10437.574559,0.00070817184,5.594478e-05,2025-03-16 03:14:13.348000050
66210800011,784282251.158,-38.76971357,-72.9633216,15.8463,0.09914,132.961684,0.850138,0,0,0.17537046239,0,0.96666666667,-999,0.0012124697,3.95898e-06,0,137.0,3,1,6058.367493,0.00124027609,4.291526e-05,2024-11-07 08:10:51.157999992
66240000121,784282310.901,-35.71685242,-71.1362397,452.7047,0.09619,131.036324,0.7397,1,8,0.05269877289,0,1.0,-999,0.00637654527,1.88025e-06,0,154.0,3,1,11209.034798,0.00611594961,2.400628e-05,2024-11-07 08:11:50.901000023
72306000061,784283800.606,49.01074966,-54.8402012,20.3888,0.09985,114.199476,0.759289,1,8,0.17929108559,0,0.925,-999,0.00109394151,4.39464e-06,0,84.0,1,1,8031.186711,0.00103250269,5.913143e-05,2024-11-07 08:36:40.605999947
63560300171,784276428.502,-18.95848958,-41.6732538,131.6171,0.09747,423.143475,0.939758,1,8,0.18710210847,0,0.89655172414,-999,0.00042914372,1.67679e-06,0,518.0,5,2,11649.677266,0.00048428912,3.153492e-05,2024-11-07 06:33:48.501999973
41305200145,784878133.549,31.85599674,130.369933,3.3005,0.10773,81.816302,0.541285,1,12,0.18158821195,0,0.87234042553,-999,0.00082129646,4.28184e-06,1,87.0,2,1,9374.311229,0.00073213741,3.8457e-05,2024-11-14 05:42:13.549000025
74294700281,784933516.436,42.13612845,-104.3938644,1265.5956,0.09385,34.069678,0.341365,1,12,0.04296796587,0,0.96703296703,-999,0.00094248155,1.36235e-06,1,63.0,2,1,18283.094256,0.00092884296,2.312977e-05,2024-11-14 21:05:16.435999990
23261000231,784870337.627,51.59612534,6.6024133,14.1202,0.09344,340.500228,0.791514,1,12,0.01640744306,0,1.0,-999,0.00014885698,8.9817e-07,1,386.577271,2,1,11244.568972,0.00014914377,2.036541e-05,2024-11-14 03:32:17.626999974
62252600011,784881755.34,-1.11203772,-57.0582163,13.2441,0.09895,291.827273,0.900793,1,12,0.18058732839,0,0.81481481481,-999,0.00024690191,1.21102e-06,1,319.0,2,1,10734.927218,0.00025050215,5.206162e-05,2024-11-14 06:42:35.340000033
44560500011,788623343.637,18.95065095,96.451677,39.9421,0.10701,87.708571,0.571502,1,12,0.17832508617,0,0.74545454545,-999,0.00024116069,2.41635e-06,1,129.0,2,1,10905.759859,0.00024100329,3.16388e-05,2024-12-27 14:02:23.636999965
44560500021,788623343.798,19.01387519,96.4449352,42.9606,0.10892,116.20951,0.767931,1,12,0.1739546437,0,0.75925925926,-999,0.00029065759,2.32526e-06,1,137.0,2,1,10871.982082,0.00027981562,3.513222e-05,2024-12-27 14:02:23.797999978
23261000231,799291974.218,51.59612534,6.6024133,14.5666,0.09321,340.158144,0.787264,1,8,0.01990993528,0,1.0,-999,0.00014621423,6.9659e-07,0,386.577271,2,1,11244.568972,0.00014748058,1.8464e-05,2025-04-30 01:32:54.218000054
74294700281,799355153.174,42.13612845,-104.3938644,1265.582,0.09432,31.430364,0.32435,1,4,0.04822954913,0,0.95604395604,-999,0.0009402391,3.03793e-06,1,63.0,2,1,18283.094256,0.00092400956,1.466823e-05,2025-04-30 19:05:53.174000025
23261000201,793490010.148,51.74226542,6.4036127,11.8405,0.09415,459.257659,1.337939,1,8,0.02430064732,0,0.95348837209,-999,0.00012788795,8.2539e-07,0,374.370209,2,1,8582.119596,0.00013036603,2.241886e-05,2025-02-21 21:53:30.148000002
23283000151,783839357.025,52.00104456,11.8671451,46.8915,0.09214,177.411633,0.759002,1,12,0.004264893,0,1.0,-999,0.00018526973,5.6789e-07,1,199.736877,1,1,16215.14308,0.00018224791,1.231096e-05,2024-11-02 05:09:17.024999976
72110600231,783896194.228,49.9868129,-79.0261976,232.0176,0.12012,199.437235,0.56697,1,12,0.19041579854,0,0.74444444444,-999,0.00025365696,1.41948e-06,1,181.0,2,1,17987.785034,0.00028782394,2.656933e-05,2024-11-02 20:56:34.228000045
72554000121,783896314.56,43.2523353,-76.1883238,111.2476,0.11003,102.855281,0.728489,1,12,0.0333847894,0,0.75438596491,-999,0.00024813903,1.59628e-06,1,84.0,2,1,11451.00218,0.0001866907,2.046562e-05,2024-11-02 20:58:34.559999943
22720300031,783871580.348,45.54554759,27.5613983,10.21,0.09203,160.882479,0.64221,1,12,0.01470489528,0,1.0,-999,0.00014355165,5.1276e-07,1,171.0,2,1,18975.293785,0.00014518681,1.078512e-05,2024-11-02 14:06:20.348000050
64249400701,783850494.671,-16.59730248,-55.142501,166.3961,0.09218,148.126232,0.872005,1,12,0.04235858173,0,1.0,-999,0.00023994938,5.6028e-07,1,150.0,2,1,18674.818801,0.00024480353,1.130602e-05,2024-11-02 08:14:54.671000004
71187000081,783902277.877,54.81903034,-107.8079692,428.2763,0.10717,94.761365,0.603588,1,12,0.23141307194,0,0.82608695652,-999,0.00158204042,5.97879e-06,1,98.0,1,1,9113.878484,0.0016005137,4.978771e-05,2024-11-02 22:37:57.876999974
74227700031,783902657.701,34.07379095,-98.4565956,284.8179,0.13633,78.380871,0.861129,1,12,0.0,0,0.52830188679,-999,0.00065923197,8.67821e-06,1,156.0,3,1,10561.12696,0.00060805938,7.822366e-05,2024-11-02 22:44:17.700999975
74248300191,783902617.257,36.53365474,-98.8997813,421.6685,0.10005,47.528205,0.311113,1,12,0.00832859214,0,0.94736842105,-999,0.00099784651,3.3664e-06,1,150.0,2,1,19050.435693,0.00099983495,1.997439e-05,2024-11-02 22:43:37.256999969
75340200151,783902939.209,17.85819659,-95.1482174,21.0758,0.09916,131.439553,0.735675,1,12,0.07395651104,0,0.88,-999,0.00026241064,1.8064e-06,1,87.0,1,1,10046.499435,0.00024077877,2.60956e-05,2024-11-02 22:48:59.208999991
82289700031,783870265.808,54.22819265,-116.138748,741.1221,0.09252,189.106074,0.620779,1,12,0.08648656204,0,1.0,-999,0.00128361053,6.2399e-07,1,164.0,3,1,18977.000904,0.00127112411,1.121553e-05,2024-11-02 13:44:25.807999969
82292300081,783870326.116,57.86031881,-115.3972009,310.7842,0.12022,66.827897,0.329265,1,4,0.38420349494,1,0.74,-999,0.000698337,5.98744e-06,1,75.0,1,1,9978.371533,0.00070684313,3.551405e-05,2024-11-02 13:45:26.116000056
44560500021,792228750.817,19.01387519,96.4449352,42.1877,0.11199,103.792083,0.702821,1,12,0.15582946555,0,0.72222222222,-999,0.0002706325,1.61169e-06,1,137.0,2,1,10871.982082,0.00026409876,3.744422e-05,2025-02-07 07:32:30.817000031
73252000081,792272206.148,32.5475974,-81.2848047,6.146,0.09519,121.580333,0.679107,1,12,0.10648110671,0,0.98181818182,-999,0.0001287266,1.2071e-06,1,123.0,1,1,11093.992422,0.00012970042,2.128084e-05,2025-02-07 19:36:46.148000002
22720300031,791082399.483,45.54554759,27.5613983,10.2095,0.09239,159.487189,0.643013,1,8,0.02560725547,1,0.98947368421,-999,0.00015703832,5.2728e-07,0,171.0,2,1,18975.293785,0.00016122036,1.138922e-05,2025-01-25 01:06:39.483000040
74294400231,791161102.944,41.27210987,-98.486174,541.1961,0.09532,106.105403,0.379631,1,12,0.21870106237,1,0.97701149425,-999,0.00112224907,1.10441e-06,1,136.5,3,1,17331.825985,0.00113198902,1.452377e-05,2025-01-25 22:58:22.944000006
74294400311,791161112.331,41.76300117,-99.3230143,679.1034,0.09471,108.372515,0.766246,1,12,0.00156163653,1,1.0,-999,0.00129448108,1.05038e-06,1,92.0,2,1,12149.033373,0.00129734039,1.919725e-05,2025-01-25 22:58:32.330999970
74294400321,791161112.36,41.7971971,-99.4476953,694.568,0.09519,92.154593,0.60728,1,12,0.02476547635,1,1.0,-999,0.00132754409,1.59459e-06,1,84.0,1,1,12113.543049,0.00132116094,2.101941e-05,2025-01-25 22:58:32.360000014
74295600061,791161132.319,42.7452324,-98.2421023,403.2067,0.09255,390.694335,1.409711,1,12,0.0020005333,1,1.0,-999,0.00130828932,6.2634e-07,1,315.0,4,1,11716.100234,0.00131408283,1.616029e-05,2025-01-25 22:58:52.319000006
74227700041,791113476.581,34.10496577,-98.5312328,291.5959,0.09837,117.578446,0.848957,1,12,0.0,0,0.90566037736,-999,0.00069881178,3.10096e-06,1,136.0,3,1,10596.998075,0.00072751214,3.509622e-05,2025-01-25 09:44:36.580999970
74248300191,791113436.247,36.53365474,-98.8997813,421.7401,0.10346,48.092897,0.31325,1,12,0.01468624164,1,0.86315789474,-999,0.00099629122,3.55247e-06,1,150.0,2,1,19050.435693,0.0009921794,2.301713e-05,2025-01-25 09:43:56.246999979
23281000151,802811002.402,53.19240237,10.9829153,7.7466,0.09482,233.894311,1.681049,1,8,0.01991661566,0,1.0,-999,0.00012604394,1.22561e-06,0,271.088593,2,1,9116.336248,0.00012211311,2.432702e-05,2025-06-09 19:03:22.401999950
78380100031,802793620.304,56.70242549,-132.0783744,8.0464,0.09324,630.341666,1.096356,1,12,0.21744094541,0,0.98214285714,-999,0.00017118339,2.28781e-06,0,478.0,4,1,11262.618176,0.00017438585,1.827277e-05,2025-06-09 14:13:40.304000020
64249500181,802822121.835,-16.46007215,-56.1084425,123.9709,0.10577,35.218441,0.450303,1,12,0.00726802327,0,0.89361702128,-999,0.00016154815,3.26509e-06,0,84.0,1,1,9418.940285,0.00016977357,3.205941e-05,2025-06-09 22:08:41.835000038
14449100061,802810253.117,10.95127297,-0.3799135,165.0991,0.09593,92.374298,0.572916,1,12,0.11393392352,0,0.86868686869,-999,0.00033428086,6.918e-07,0,105.0,2,1,19703.239274,0.00032258549,1.256679e-05,2025-06-09 18:50:53.116999984
77449300051,802755198.991,39.96605632,-122.0924736,54.3757,0.09461,145.608132,0.81946,1,12,0.10602681357,0,1.0,-999,0.00056671495,1.12869e-06,0,170.0,4,1,10189.167883,0.00059609877,1.907025e-05,2025-06-09 03:33:18.991000056
64249500181,802822121.835,-16.46007215,-56.1084425,123.9828,0.10718,35.218441,0.450303,1,12,0.00726802327,0,0.87234042553,-999,0.00016147498,3.27884e-06,0,84.0,1,1,9418.940285,0.00016977353,3.205941e-05,2025-06-09 22:08:41.835000038
64249500181,802822121.835,-16.46007215,-56.1084425,123.9709,0.10577,35.218441,0.450303,1,12,0.00726802327,0,0.89361702128,-999,0.00016154815,3.26509e-06,0,84.0,1,1,9418.940285,0.00016977357,3.205941e-05,2025-06-09 22:08:41.835000038
74226000251,802787841.69,34.77455383,-97.2589623,264.16,0.09993,53.174116,0.450292,1,4,0.0,0,0.93220338983,-999,0.00051075471,4.32942e-06,0,84.0,1,1,11881.304624,0.00052136537,2.188424e-05,2025-06-09 12:37:21.690000057
74248300181,802787807.023,36.52178167,-98.9132709,422.433,0.09514,85.441592,0.416974,1,12,0.00063071832,0,1.0,-999,0.00097927825,1.52727e-06,0,150.0,2,1,19058.037771,0.00098178819,1.455861e-05,2025-06-09 12:36:47.023000002
74294400171,802787717.337,41.7612271,-99.3235375,679.03,0.09361,106.185235,0.715911,1,12,0.00178458071,0,1.0,-999,0.00128841864,8.5526e-07,0,92.0,2,1,12153.784538,0.00130598877,1.792701e-05,2025-06-09 12:35:17.337000012
74294400281,802787704.042,42.30650168,-100.6743453,879.7623,0.09703,51.336149,0.458363,1,8,0.00041951007,0,1.0,-999,0.00144598377,2.01809e-06,0,63.0,1,1,10711.418346,0.00145501715,2.487413e-05,2025-06-09 12:35:04.042000055
75161000181,802787928.135,29.87568483,-96.1066975,31.4817,0.10185,91.175538,0.550631,1,12,0.04626103799,0,0.8,-999,0.00013339688,3.75376e-06,0,110.0,1,1,10928.59717,0.00013473205,3.099729e-05,2025-06-09 12:38:48.134999990
73112000161,802742951.444,45.54463763,-68.3759689,57.9605,0.11238,177.066293,0.967949,1,12,0.2781074261,0,0.85714285714,-999,0.00041127052,6.8124e-06,0,180.5,2,1,6948.697478,0.0005290207,3.081547e-05,2025-06-09 00:09:11.444000006
71343000071,802749308.603,55.40100234,-88.2743633,43.631,0.09245,638.736191,1.200053,1,8,0.01598961259,0,1.0,-999,0.00065468317,7.2042e-07,0,467.5,7,1,10126.792538,0.00065436141,1.824611e-05,2025-06-09 01:55:08.603000045
74248300011,802748953.266,35.92201074,-97.4199519,275.2086,0.10075,109.027332,0.564749,1,12,0.01699094542,0,0.953125,-999,0.00046199441,2.43223e-06,0,190.0,2,1,12827.187654,0.00045666762,2.178648e-05,2025-06-09 01:49:13.266000032
74249200041,802748965.954,36.64791301,-97.2804717,287.4951,0.10308,46.468581,0.391841,1,12,0.00197583529,0,0.92857142857,-999,0.00025286777,2.77481e-06,0,84.0,1,1,14009.337456,0.00022717567,2.278352e-05,2025-06-09 01:49:25.953999996
74294100021,802749043.668,41.0406542,-96.1152015,304.3493,0.09449,330.675121,0.706703,1,12,0.03678958044,0,1.0,-999,0.00068135108,1.00848e-06,0,257.0,3,1,14210.071921,0.00068305629,1.545965e-05,2025-06-09 01:50:43.667999983
72608800011,802829413.113,47.03818098,-69.0800155,189.7381,0.09587,106.913917,0.414461,1,12,0.02444396319,0,1.0,-999,0.00117320965,1.55749e-06,0,105.0,3,1,18767.395084,0.00114365541,1.461787e-05,2025-06-10 00:10:13.113000035
57201000071,789509738.535,-46.01771902,168.8822788,88.257,0.09335,60.046583,0.366795,0,0,0.13451190356,0,1.0,-999,0.00145138047,7.4716e-07,0,96.0,3,1,18672.114918,0.00146084664,1.232082e-05,2025-01-06 20:15:38.534999966
82292300081,782358817.451,57.86031881,-115.3972009,310.7453,0.11423,78.725596,0.43429,0,0,0.3910801426,0,0.68,-999,0.00074517563,1.322338e-05,0,75.0,1,1,9978.371533,0.00072304702,5.519269e-05,2024-10-16 01:53:37.450999975
73254300151,782400539.135,31.95812999,-82.5008256,23.2121,0.098,126.499261,0.597403,1,8,0.12070147237,0,0.890625,-999,0.00015459842,1.89081e-06,0,169.0,1,1,12774.357966,0.00015161421,2.548052e-05,2024-10-16 13:28:59.134999990
73254500021,782400538.978,31.92007006,-82.6523514,27.5085,0.09497,96.394308,0.711985,1,8,0.02949206895,0,0.98113207547,-999,0.00020222529,1.23267e-06,0,120.0,1,1,10560.873051,0.00020655034,2.221296e-05,2024-10-16 13:28:58.978000045
73254300151,782400539.135,31.95812999,-82.5008256,23.2121,0.098,126.499261,0.597403,1,8,0.12070147237,0,0.890625,-999,0.00015459842,1.89081e-06,0,169.0,1,1,12774.357966,0.00015161421,2.548052e-05,2024-10-16 13:28:59.134999990
73254500021,782400538.978,31.92007006,-82.6523514,27.5085,0.09497,96.394308,0.711985,1,8,0.02949206895,0,0.98113207547,-999,0.00020222529,1.23267e-06,0,120.0,1,1,10560.873051,0.00020655034,2.221296e-05,2024-10-16 13:28:58.978000045
63540100391,782387352.528,-15.83828974,-38.9538133,1.3119,0.0938,267.881954,1.093274,1,8,0.15709629292,0,1.0,-999,0.00014975068,8.4412e-07,0,317.0,2,1,10927.608688,0.00014407303,1.710351e-05,2024-10-16 09:49:12.527999997
14298500031,782381638.871,10.65315428,-9.8564967,360.9363,0.1294,143.177225,0.633737,1,8,0.18351896263,0,0.63461538462,-999,0.00011305576,3.86262e-06,0,127.0,2,1,10325.942195,0.00011029241,5.397751e-05,2024-10-16 08:13:58.871000051
74298600221,782359037.361,45.63622586,-110.5553603,1371.392,0.09557,92.791133,0.413138,1,8,0.18391262196,0,0.94623655914,-999,0.00272992478,1.36054e-06,0,105.0,4,1,18621.107652,0.00272818862,1.48849e-05,2024-10-16 01:57:17.360999942
75219500421,782359237.468,34.45062817,-106.8040044,1442.2418,0.09616,40.971676,0.35808,1,8,0.21169076938,0,0.9587628866,-999,0.0007304079,1.15249e-06,0,152.0,2,1,19368.836249,0.00073059785,1.472912e-05,2024-10-16 02:00:37.468000054
63540100391,782387352.528,-15.83828974,-38.9538133,1.3119,0.0938,267.881954,1.093274,1,8,0.15709629292,0,1.0,-999,0.00014975068,8.4412e-07,0,317.0,2,1,10927.608688,0.00014407303,1.710351e-05,2024-10-16 09:49:12.527999997
81140800051,782419620.622,63.10275867,-146.5193797,872.8219,0.09522,101.920353,0.497675,1,8,0.22003804309,1,1.0,-999,0.00084648094,1.35651e-06,0,90.0,3,1,12211.694729,0.00084339641,2.04888e-05,2024-10-16 18:47:00.621999979
62296900531,782353823.653,-8.91287387,-72.7797432,201.874,0.09871,101.252961,0.703033,1,8,0.05176319088,0,0.92307692308,-999,0.00014953812,6.04345e-06,0,90.0,1,1,10363.387381,0.00012537858,2.870365e-05,2024-10-16 00:30:23.652999997
24221000111,782414470.461,52.92449727,14.1492906,2.8343,0.10277,353.12038,1.542137,1,8,0.00258713289,0,0.69811320755,-999,0.00011744066,6.0568e-07,0,225.0,1,1,10501.142689,0.00012445263,3.25442e-05,2024-10-16 17:21:10.460999966
24222100061,782414481.04,52.18805194,14.6998105,27.2174,0.09301,214.94666,1.072908,1,8,0.01581029722,0,1.0,-999,0.00026750835,7.5154e-07,0,160.0,1,1,10804.179864,0.00026424477,1.946839e-05,2024-10-16 17:21:21.039999962
74294400141,790216534.025,41.28803559,-98.1431957,509.5906,0.09272,280.213642,1.369971,1,12,0.00386372855,1,1.0,-999,0.00093683844,6.578e-07,1,151.0,2,1,10891.129266,0.0009359612,1.796417e-05,2025-01-15 00:35:34.024999976
